# d, left5, full_hash160_decimal
1	66863	668631300771580858519448973337422070966705667030
2	38175	38175079523322788732458521697051407816610512588
3	71840	718403660328363540930262193232206719102664545244
4	11199	1119999086302554501116262743251773445605692407101
5	40694	406941947305386768050770298464908538155744349110
6	72991	729917061575820324408342180255308034162552261067
7	53624	536243368524251735213067994289559226314232905577
8	85819	858196129710125108969461473765761556086357262631
9	10299	1029998882597829463468074540727766577813750328819
10	13882	138827777792193578273474678034401365348445699548
11	30921	309212868701585197629468078529352213908854293202
12	12620	1262044809404966323298963219465663555727150103473
13	49852	498520188058077890261422045628940376491176085259
14	65326	653261715240964762033692367214071276192696982530
15	91214	912141935199214457618293591490606371661848581912
16	55185	551858625090337629967886263474950154505082843403
17	45443	454438659073356188496048410622918879027291847340
18	13756	1375601310452181919878943962229870905333724513326
19	61217	612170699044797668196770861928991884495970635416
20	32179	321798332510747905421204319957461549101227333078
21	81990	819909130476456583353010126295286803050480151528
22	97156	971567673675859305300019105938847618017087953953
23	45702	457028753125309291404618534451072207883692013398
24	11783	1178307754224115805193365227902226714337922473386
25	44055	440557270737620930255631531392532359138133324844
26	10260	102601783960430077375783128395517634779412490660
27	18746	187464921210057199433341622147917593292314486344
28	12681	1268137254778296499509084261214291485802701274203
29	12330	1233083215107313133037685998940684724062753936523
30	78427	784273286010046718744017425717120696830169717301
31	27254	272541831036239056146783586871240986055472776207
32	14433	1443379307378280872901633350717596382548256527709
33	10573	1057304146042499571425704497458894784220281527671
34	12860	1286012422379192871223875504795228027966480157175
35	89453	894534291207856333120761862488539398569057704618
36	27330	273305197042279966096068295352824444109499728857
37	13209	1320949505106955620979818943724856348891372570670
38	86967	869676148631102280435540155985047336854019299636
39	31811	318110531154166367581677797595400025978676110765
40	65155	651555498792047318422581551553759520884948717338
41	11466	1146623917833952833073403987948169443566272260198
42	83673	836732724040721114934437855297813107991535432431
43	11744	1174493492228329768572169801873931491254447022157
44	30363	303632571867571035700485986380811359844205322910
45	12499	1249931449434351683881584586524650653925561910467
46	13126	131266274002382567674137487749240356516177231227
47	11705	117057421293196767950849155628419169648722897146
48	12244	1224424776400079544022200053540350243724384762297
49	14229	1422938361785517703193252764698103288189985535068
50	13960	1396039020132008617219614955589465466827504586280
51	12641	1264111636151402672137775086713887244165970065665
52	10529	1052970156259460981444337902789928585669189288564
53	13788	1378856373549056081706737357565964567177100473058
54	63555	635558525097945540636871066070086769669539987964
55	11589	1158941035192943861466797088529363574091793772433
56	13198	1319887601660792133314141460107957540638005363502
57	24044	240447414384969733721751343826288330990265942133
58	10314	1031428305166771230043790945674781644915990084961
59	96985	969850197797347001971169192903980184069212672256
60	59648	596484723410374657567636454134571553346451065749
61	11133	1113353384993102519194540241315103507136538181503
62	16961	16961854379888771119340311627265015692660445504
63	12546	1254630749265407849945949149472239401236536001943
64	24139	241394585281666452305161887802836169624913391155
65	59174	591742349279275562717789941565487906608452765244
66	59328	593287508840891363855534999367004979364645450211
67	44704	447040629663350784128538481060179124335810529885
68	11518	1151828206956339285420494050183711123289960904068
69	13775	1377520541552020942627148524242876630307129659156
70	80352	803527598899298219120775735748767270066036738187
71	11083	1108398166172473998046210720497019560246416207490
72	87562	875627722861639945368606902400126709375393434465
73	10983	1098383444507844175213596178124508643424005464982
74	89379	893795605109952252834050534066823320809342435397
75	73914	739147469017054824816860450676271679378495686097
76	12907	1290793487127550014383702103624146352199914137971
77	50217	502173338812951341815639316168412715374762854434
78	65902	659025205849399891810287918095083278313476015052
79	61636	616360281737641793593965405191119995404509575617
80	80264	802647349191510767278291836953664453290470902027
81	10033	1003346552209199566093045793503648044144094153461
82	11360	1136026528838622708553419401678952719868499152589
83	85236	852365106868734316396568977278123610106730112120
84	74628	746286839827615862963160625424712050045330914202
85	28406	284066590239325793873144367721721544927887359164
86	10473	1047307508475911985893851722587119834126250989602
87	23349	233496817084662033416857714571598229036910893082
88	11293	1129343265867168896511017650932253003691082848769
89	66785	667855000023892755806758022114202737675789996519
90	23939	23939879489299122103117414881841377553959450996
91	18922	189221111715567646037179116651126853060129548468
92	15571	155718016965125372831250534509204067986316270844
93	18183	181839548143158684001154117362838841800376282002
94	10610	1061077707653255956251955061995904004055334646685
95	12469	1246952621395841404803687625323410127406089176454
96	11204	1120478711739792819984085107618426283186789942595
