# d=1001..2000 left5 hash160_decimal
1001	11213	1121383870200639542093263786870656868472653212043
1002	60142	601423325268310880015161801388821705321882214796
1003	71807	718074979345317971722572670878186798116909946030
1004	47543	475434260816467385968650009277199002991699007779
1005	84266	842661817912838492014848325819627711033000515641
1006	74785	747856947245827463004749771647074250918197279455
1007	11862	118622214176285946679733104228186488052807401458
1008	96339	96339087249400959099540813325001697268116576692
1009	12249	1224991777342567491137101480066248660593391537021
1010	13995	1399594095046351044028122470431199102797628490634
1011	11796	117964959761283312831143013521765491491918454805
1012	13421	1342164096970815289686914197537622280046076694303
1013	97981	979816460779455269284482179587914577416320300542
1014	28258	282587515325830203168211950404581221628428314980
1015	49023	490237441747161774435166767062278753141205122035
1016	32758	327587386641248704666811248141568031309416280703
1017	13455	1345504857746052413621117316629660965917839007911
1018	25246	25246437388214794076149411100697360056982129134
1019	11350	1135069795318073605093833686920573720866492439616
1020	11697	1169721837468063571110201627789604899335784676096
1021	81150	811508378782570623852241068208832404493214250769
1022	12290	1229013690340662579818666784513301556992286145368
1023	37905	379059036752256107841898857691522784401127691555
1024	94587	945876176410700813431738370796704515681355695823
1025	98767	987678755156846440347286366978724887625175930607
1026	39673	396731115965283169746584092652714251132104063091
1027	18709	187097688771554132349649570195601946185522443061
1028	13212	1321260007252495190213304672605389379211241085821
1029	54692	546924637784830628209665927217637450366965019496
1030	65647	656472922336244591732313138196641047794793636968
1031	37988	379880437084551821042239301795524831696680290046
1032	29190	291909713809157495943218956316468234053019755159
1033	29453	294532547024560863687727439466671431873171492304
1034	70131	701313913744785584783527137239816202092404544956
1035	80443	804434136052396376707381715222144858922892465319
1036	13039	1303958867564209727340388359454667221364114465345
1037	41680	416807302478257538078609124075917826441558622269
1038	80622	806220848936050285323903591609837901694738724748
1039	14000	1400017570172621146042629148036447487868521427717
1040	61387	613871127942782393802196409882521914719449183186
1041	28988	289883189529798774881805408930860276360073031764
1042	13161	1316120875651064118363747554113824217625076128647
1043	76508	765084742966299936371042851222633400389538680875
1044	18545	18545687664822433094325864701177714522129801268
1045	58137	581370649989284659019473876492487126778909845068
1046	57003	570039330851202184380592937661082386272336470539
1047	11514	1151490072023266105700441934534620546528594069211
1048	13941	1394162305258992897697387974011523454648256164719
1049	14603	1460360158796515635067006592056182284590509280445
1050	38164	381643004616383293611477638929301701999402169277
1051	23639	236398514482451771105342698233732561277382722465
1052	17050	170509912610092870241469997200373672283431106560
1053	11409	1140909102361245543291200144860314046052001358310
1054	18994	189940349153916722146925903376643532593215144348
1055	10927	1092721007456622549184290431563591073378028510190
1056	23024	2302444249829939149505886271609319815977386914
1057	97121	971217326725554225063760082003131286257548957406
1058	76601	766016391294526168925348881917376343152590793979
1059	11379	1137966049295730946923990849586204870296339642986
1060	46247	462474067941476567967979298635305415615233754434
1061	53023	53023834063330184686435838303734583246863907182
1062	81088	810883130426643010793936272013505829332522382189
1063	95332	953328281777096811525760356977839368134616224597
1064	20738	207382941501060057776921414762726373626386502351
1065	92547	925473263554095243824455217416905401373589510679
1066	62625	626258183241636218478546585565612794034670559580
1067	22229	222298166081374981129647166428198017124131882637
1068	33356	333560662882929657343539348327105259251187129442
1069	26371	263711077123241574771622224566894025469554750378
1070	47089	470891225176211328319428089832813808418143448692
1071	86047	860475452726851799724739526964897237862943460586
1072	52760	527600634019860051972400316564131679839154522067
1073	44482	444826273752411706452983285370655540438918838504
1074	36962	369621947190019161801685792142652791613088353767
1075	11613	1161333624293245308791518298236144297555124280482
1076	82724	827247490238664151375147598134803654411791451125
1077	11317	1131739212838997322958592449415038896955940437273
1078	13011	13011586947230035298775768469202909930496043977
1079	13149	1314937110491036921940653031503687082427551315065
1080	12676	1267662618916981831467092310199004728349186861364
1081	13658	1365891711986870078679756029504295589900752281222
1082	57634	576346401913225026827396423336501510840851073424
1083	13750	1375014968807170035699513412705924845921117574736
1084	35347	353475116431492282673961830230893251547998080260
1085	80279	802795141876057846285498721318436240190599099568
1086	46604	466040052745734754762298472926585649916621162736
1087	13002	1300222796409628943551297652214052377910791437381
1088	29515	295157575845775660190980331936494724131658358826
1089	10382	1038233566255949281789452748494162553525558245619
