puzzle,slot,true_row,y_branch,is_true,f_sqrt_d,f_sqrt_nd,f_sqrt_x,f_sqrt_y,x_minus_d,y_minus_d,y_minus_x,x_minus_H2,y_minus_H,d_minus_H2,nd_minus_H2,two_f_sqrt_d,two_f_sqrt_x
1,0,0,y,True,0.0,0.0,0.4638519586098795,0.087262094183302,0.4638519586098795,0.087262094183302,-0.3765898644265775,0.29100088530546486,-0.25844005242552726,-0.17285107330441463,-0.17285107330441463,0.0,0.927703917219759
1,0,0,-y,False,0.0,0.0,0.4638519586098795,0.7608791377629558,0.4638519586098795,0.7608791377629558,0.2970271791530763,0.29100088530546486,0.41517699115412654,-0.17285107330441463,-0.17285107330441463,0.0,0.927703917219759
1,1,0,y,False,0.0,0.0,0.7798810219889702,0.087262094183302,0.7798810219889702,0.087262094183302,-0.6926189278056682,0.6070299486845556,-0.25844005242552726,-0.17285107330441463,-0.17285107330441463,0.0,0.5597620439779405
1,1,0,-y,False,0.0,0.0,0.7798810219889702,0.7608791377629558,0.7798810219889702,0.7608791377629558,-0.019001884226014454,0.6070299486845556,0.41517699115412654,-0.17285107330441463,-0.17285107330441463,0.0,0.5597620439779405
1,2,0,y,False,0.0,0.0,0.8276076089236284,0.087262094183302,0.8276076089236284,0.087262094183302,-0.7403455147403264,0.6547565356192138,-0.25844005242552726,-0.17285107330441463,-0.17285107330441463,0.0,0.6552152178472568
1,2,0,-y,False,0.0,0.0,0.8276076089236284,0.7608791377629558,0.8276076089236284,0.7608791377629558,-0.0667284711606726,0.6547565356192138,0.41517699115412654,-0.17285107330441463,-0.17285107330441463,0.0,0.6552152178472568
2,0,2,y,False,0.792481250360578,0.0,0.6496462130241696,0.8199037835110659,-0.14283503733640845,0.027422533150487816,0.17025757048689627,0.47679513971975496,0.4742016369022366,0.6196301770561634,-0.17285107330441463,0.5849625007211561,0.29929242604833917
2,0,2,-y,False,0.792481250360578,0.0,0.6496462130241696,0.9108611208244781,-0.14283503733640845,0.11837987046390008,0.26121490780030854,0.47679513971975496,0.5651589742156489,0.6196301770561634,-0.17285107330441463,0.5849625007211561,0.29929242604833917
2,1,2,y,False,0.792481250360578,0.0,0.9018495271963332,0.8199037835110659,0.10936827683575512,0.027422533150487816,-0.0819457436852673,0.7289984538919185,0.4742016369022366,0.6196301770561634,-0.17285107330441463,0.5849625007211561,0.8036990543926663
2,1,2,-y,False,0.792481250360578,0.0,0.9018495271963332,0.9108611208244781,0.10936827683575512,0.11837987046390008,0.009011593628144965,0.7289984538919185,0.5651589742156489,0.6196301770561634,-0.17285107330441463,0.5849625007211561,0.8036990543926663
2,2,2,y,False,0.792481250360578,0.0,0.9805500408579206,0.8199037835110659,0.1880687904973426,0.027422533150487816,-0.16064625734685478,0.807698967553506,0.4742016369022366,0.6196301770561634,-0.17285107330441463,0.5849625007211561,0.9611000817158413
2,2,2,-y,True,0.792481250360578,0.0,0.9805500408579206,0.9108611208244781,0.1880687904973426,0.11837987046390008,-0.06968892003344251,0.807698967553506,0.5651589742156489,0.6196301770561634,-0.17285107330441463,0.5849625007211561,0.9611000817158413
