puzzle,solved,log2_sqrt_x,log2_sqrt_y,delta_x,delta_y,min_delta,ratio_pmn_over_coord,closer_side,gap_x_bits,gap_y_bits
1,True,127.46385195860988,127.0872620941833,0.8818501879989583,1.258440052425539,0.8818501879989583,1.8427370093962638,x,0.8818501879989583,1.258440052425539
2,True,127.98055004085792,126.91086112082448,0.3651521057509179,1.4348410257843682,0.3651521057509179,1.2880174201820653,x,0.3651521057509179,1.4348410257843682
3,True,127.26757507298225,127.37020108308595,1.0781270736265944,0.9755010635228907,0.9755010635228907,1.9663240040108507,y,1.0781270736265944,0.9755010635228907
4,True,126.77740820476066,127.26415558868673,1.568293941848175,1.0815465579221109,1.0815465579221109,2.1163035265708765,y,1.568293941848175,1.0815465579221109
5,True,126.86628232255771,126.82365631233868,1.4794198240511267,1.5220458342701633,1.4794198240511267,2.788365773368049,x,1.4794198240511267,1.5220458342701633
6,True,127.96197461499655,127.90647547272759,0.3837275316122899,0.4392266738812439,0.3837275316122899,1.3047085162622796,x,0.3837275316122899,0.4392266738812439
7,True,127.61593713792605,127.78369360807099,0.7297650086827817,0.5620085385378558,0.5620085385378558,1.4763231432215265,y,0.7297650086827817,0.5620085385378558
8,True,125.56352582004294,127.86081599556191,2.7821763265658968,0.48488615104693383,0.48488615104693383,1.3994754229208717,y,2.7821763265658968,0.48488615104693383
9,True,127.03707553141973,127.54144354307734,1.3086266151891126,0.804258603531506,0.804258603531506,1.7462481697387104,y,1.3086266151891126,0.804258603531506
10,True,127.69462680130756,127.86905541684898,0.6510753453012833,0.47664672975986283,0.47664672975986283,1.3915056145362141,y,0.6510753453012833,0.47664672975986283
11,True,127.55958585209929,126.43063756356572,0.7861162945095527,1.9150645830431219,0.7861162945095527,1.7244260890599914,x,0.7861162945095527,1.9150645830431219
12,True,127.55949055033508,127.30671911086314,0.7862115962737607,1.0389830357456993,0.7862115962737607,1.7245400052183073,x,0.7862115962737607,1.0389830357456993
13,True,127.7083108124917,126.77487980624467,0.6373913341171316,1.5708223403641675,0.6373913341171316,1.5555139510326375,x,0.6373913341171316,1.5708223403641675
14,True,127.74970291489329,127.45620916776342,0.5959992317155459,0.889492978845426,0.5959992317155459,1.5115191233803802,x,0.5959992317155459,0.889492978845426
15,True,127.99617668579172,127.81855601992464,0.34952546081711516,0.5271461266842045,0.34952546081711516,1.2741414607729316,x,0.34952546081711516,0.5271461266842045
16,True,127.64982517585923,127.52087561943779,0.695876970749613,0.824826527171052,0.695876970749613,1.6198688032096002,x,0.695876970749613,0.824826527171052
17,True,126.99330082225286,126.91951481624676,1.352401324355983,1.4261873303620851,1.352401324355983,2.553367726654728,x,1.352401324355983,1.4261873303620851
18,True,125.8442644586721,127.5467210806551,2.5014376879367366,0.7989810659537322,0.7989810659537322,1.7398718710484669,y,2.5014376879367366,0.7989810659537322
19,True,127.52980397455912,127.05939923733612,0.8158981720497255,1.2863029092727203,0.8158981720497255,1.760393771056517,x,0.8158981720497255,1.2863029092727203
20,True,126.95692493769288,127.54377377987126,1.388777208915961,0.801928366737587,0.801928366737587,1.743429911456339,y,1.388777208915961,0.801928366737587
21,True,126.36272826190363,126.7513670028202,1.9829738847052183,1.5943351437886422,1.5943351437886422,3.0195533098002003,y,1.9829738847052183,1.5943351437886422
22,True,126.98691231498975,127.4040159563243,1.358789831619095,0.9416861902845344,0.9416861902845344,1.920771883233929,y,1.358789831619095,0.9416861902845344
23,True,127.97754185428273,127.62016152273593,0.36816029232610925,0.7255406238729192,0.36816029232610925,1.2907058878783044,x,0.36816029232610925,0.7255406238729192
24,True,127.39497631557441,127.8646144380991,0.9507258310344272,0.4810877085097524,0.4810877085097524,1.3957956188065581,y,0.9507258310344272,0.4810877085097524
25,True,125.22958499397566,127.76127091839491,3.1161171526331732,0.5844312282139272,0.5844312282139272,1.4994477266328439,y,3.1161171526331732,0.5844312282139272
26,True,127.1455607015814,125.44627314300354,1.2001414450274384,2.899429003605297,1.2001414450274384,2.2976219629142394,x,1.2001414450274384,2.899429003605297
27,True,126.36462933535319,124.85067457171144,1.9810728112556613,3.4950275748974042,1.9810728112556613,3.947865423006307,x,1.9810728112556613,3.4950275748974042
28,True,127.93487379579878,125.65791235635204,0.4108283508100614,2.6877897902567978,0.4108283508100614,1.3294489233954825,x,0.4108283508100614,2.6877897902567978
29,True,127.3818872366534,127.9706273329385,0.9638149099554483,0.37507481367034173,0.37507481367034173,1.2969068064539433,y,0.9638149099554483,0.37507481367034173
30,True,125.85887581632801,127.73295124095651,2.486826330280831,0.6127509056523379,0.6127509056523379,1.5291722296717956,y,2.486826330280831,0.6127509056523379
31,True,127.54299429925588,127.04816953049792,0.8027078473529616,1.297532616110923,0.8027078473529616,1.7443721320712313,x,0.8027078473529616,1.297532616110923
32,True,125.64429140689558,127.15928910024374,2.701410739713263,1.1864130463651028,1.1864130463651028,2.2758619461316805,y,2.701410739713263,1.1864130463651028
33,True,127.67584344952192,125.0154558657696,0.6698586970869239,3.3302462808392437,0.6698586970869239,1.5909171395425945,x,0.6698586970869239,3.3302462808392437
34,True,126.96377857427521,127.82189011166821,1.3819235723336307,0.5238120349406381,0.5238120349406381,1.4377491999653054,y,1.3819235723336307,0.5238120349406381
35,True,127.97317993355335,127.58430067861488,0.37252221305549027,0.7614014679939662,0.37252221305549027,1.2946141818330477,x,0.37252221305549027,0.7614014679939662
36,True,127.74554206865065,127.3913669234081,0.6001600779581946,0.9543352232007436,0.6001600779581946,1.5158847560915396,x,0.6001600779581946,0.9543352232007436
37,True,127.48388364500168,127.30195373686968,0.8618185016071627,1.0437484097391656,0.8618185016071627,1.8173275894372873,x,0.8618185016071627,1.0437484097391656
38,True,127.79390168244178,126.90024729053853,0.5518004641670525,1.4454548560703127,0.5518004641670525,1.4659139959745913,x,0.5518004641670525,1.4454548560703127
39,True,126.75338939221305,126.87409722704517,1.5923127543957831,1.4716049195636725,1.4716049195636725,2.773302368487119,y,1.5923127543957831,1.4716049195636725
40,True,127.67408121966929,127.47495124099923,0.6716209269395504,0.8707509056096164,0.6716209269395504,1.5928616077413533,x,0.6716209269395504,0.8707509056096164
41,True,127.74329026552805,127.63522451396338,0.6024118810807952,0.7104776326454592,0.6024118810807952,1.5182526434447126,x,0.6024118810807952,0.7104776326454592
42,True,127.94977893514664,126.6732510096612,0.3959232114621986,1.672451136947645,0.3959232114621986,1.3157844895377315,x,0.3959232114621986,1.672451136947645
43,True,127.68836752532391,127.81691566897541,0.6573346212849331,0.5287864776334241,0.5287864776334241,1.442715145717575,y,0.6573346212849331,0.5287864776334241
44,True,127.2794026267377,127.4479276844378,1.066299519871129,0.8977744621710353,0.8977744621710353,1.8631895617206213,y,1.066299519871129,0.8977744621710353
45,True,127.39585461945565,127.70725256388663,0.9498475271531939,0.6384495827222176,0.6384495827222176,1.5566553733725392,y,0.9498475271531939,0.6384495827222176
46,True,127.99243760830544,127.66104125868412,0.3532645383034029,0.6846608879247215,0.3532645383034029,1.2774479756652817,x,0.3532645383034029,0.6846608879247215
47,True,126.92990031422778,127.79378444285392,1.4158018323810575,0.5519177037549283,0.5519177037549283,1.4660331272748564,y,1.4158018323810575,0.5519177037549283
48,True,127.59365472556806,127.2662088477776,0.7520474210407845,1.0794932988312431,0.7520474210407845,1.6841812649422154,x,0.7520474210407845,1.0794932988312431
49,True,127.23879714626197,127.7726337295042,1.106905000346873,0.5730684171046428,0.5730684171046428,1.487684311398026,y,1.106905000346873,0.5730684171046428
50,True,127.96665231012436,127.93900134847111,0.3790498364844801,0.40670079813773885,0.3790498364844801,1.3004850697531387,x,0.3790498364844801,0.40670079813773885
51,True,127.56682007541755,127.50591619927724,0.7788820711912888,0.8397859473316094,0.7788820711912888,1.715800802099291,x,0.7788820711912888,0.8397859473316094
52,True,127.43371741161225,255.8797450216254,0.9119847349965974,-127.53404287501658,-127.53404287501658,4.059080144455854e-39,y,0.9119847349965974,-127.53404287501658
53,True,125.98486606649357,127.33103850572621,2.3608360801152815,1.0146636408826324,1.0146636408826324,2.0204317817131847,y,2.3608360801152815,1.0146636408826324
54,True,127.11398540014805,123.28875334910595,1.2317167464607948,5.056948797502895,1.2317167464607948,2.348462808445344,x,1.2317167464607948,5.056948797502895
55,True,127.53108744061511,125.93902560319754,0.8146147059937311,2.4066765434113013,0.8146147059937311,1.7588283668194633,x,0.8146147059937311,2.4066765434113013
56,True,126.9906808640824,127.90382430940863,1.3550212825264358,0.4418778372002126,0.4418778372002126,1.3583712571473416,y,1.3550212825264358,0.4418778372002126
57,True,127.68373513774922,127.40169630638765,0.6619670088596155,0.9440058402211939,0.6619670088596155,1.5822384197784602,x,0.6619670088596155,0.9440058402211939
58,True,126.05794110368471,127.18138405516075,2.2877610429241257,1.1643180914480917,1.1643180914480917,2.241272539075808,y,2.2877610429241257,1.1643180914480917
59,True,127.01285048505454,125.84863956142556,1.3328516615542996,2.49706258518328,1.3328516615542996,2.5190009419563664,x,1.3328516615542996,2.49706258518328
60,True,127.09399554107603,127.85223535881977,1.2517066055328112,0.4934667877890796,0.4934667877890796,1.4078238067526219,y,1.2517066055328112,0.4934667877890796
61,True,127.10122340967293,127.86272032822725,1.2444787369359176,0.48298181838158116,0.48298181838158116,1.397629358063618,y,1.2444787369359176,0.48298181838158116
62,True,126.5667642499598,126.96758571682815,1.7789378966490328,1.3781164297806894,1.3781164297806894,2.599287886709872,y,1.7789378966490328,1.3781164297806894
63,True,127.3356644470452,127.2467858781845,1.0100376995636313,1.0989162684243483,1.0100376995636313,2.013963727009293,x,1.0100376995636313,1.0989162684243483
64,True,126.00106809527816,127.17130685104945,2.34463405133068,1.1743952955593935,1.1743952955593935,2.256982598923123,y,2.34463405133068,1.1743952955593935
65,True,126.79441864258398,127.91490803814204,1.5512835040248676,0.43079410846680294,0.43079410846680294,1.3479753442210007,y,1.5512835040248676,0.43079410846680294
66,True,127.15084607859627,127.47300495286092,1.1948560680125697,0.8726971937479294,0.8726971937479294,1.8310830077700857,y,1.1948560680125697,0.8726971937479294
67,True,126.09005132031677,127.95428081077964,2.2556508262920647,0.39142133582920374,0.39142133582920374,1.3116850329352394,y,2.2556508262920647,0.39142133582920374
68,True,126.49719298774163,125.98065680840652,1.8485091588672127,2.3650453382023264,1.8485091588672127,3.6012784654420598,x,1.8485091588672127,2.3650453382023264
69,True,127.12083068724715,127.85983957495696,1.2248714593616867,0.4858625716518791,0.4858625716518791,1.4004229129465013,y,1.2248714593616867,0.4858625716518791
70,True,127.58946005541608,127.8747464635018,0.7562420911927625,0.47095568310704705,0.47095568310704705,1.386027308830251,y,0.7562420911927625,0.47095568310704705
75,True,127.41909331272176,127.63844742478024,0.9266088338870802,0.7072547218286098,0.7072547218286098,1.632694334905292,y,0.9266088338870802,0.7072547218286098
80,True,127.48904736083581,127.31000798734244,0.8566547857730321,1.0356941592664024,0.8566547857730321,1.8108346099557522,x,0.8566547857730321,1.0356941592664024
85,True,126.69214506518695,125.904233634523,1.6535570814218903,2.4414685120858426,1.6535570814218903,3.1460837609942978,x,1.6535570814218903,2.4414685120858426
