puzzle,slot,true_row,y_branch,is_true_xy,E_x,E_y,d_model,d_val_bits,E_d,E_nd,E_x_minus_E_d,x_minus_d_frac,in_band
1,0,0,y,True,0.29100088530546486,-0.25844005242552726,shared_d,1,-0.17285107330441463,-0.17285107330441463,0.4638519586098795,0.4638519586098795,True
1,0,0,y,True,0.29100088530546486,-0.25844005242552726,lambda_row,255,-0.06475443841372908,0.5796715317902112,0.35575532371919394,0.35575532371919394,False
1,0,0,y,True,0.29100088530546486,-0.25844005242552726,lambda_band,1,-0.17285107330441463,-0.17285107330441463,0.4638519586098795,0.4638519586098795,True
1,0,0,y,True,0.29100088530546486,-0.25844005242552726,d_cbrt_slot,1,-0.17285107330441463,-0.17285107330441463,0.4638519586098795,0.4638519586098795,True
1,0,0,y,True,0.29100088530546486,-0.25844005242552726,d_true_oracle,1,-0.17285107330441463,-0.17285107330441463,0.4638519586098795,0.4638519586098795,True
1,0,0,-y,False,0.29100088530546486,0.41517699115412654,shared_d,1,-0.17285107330441463,-0.17285107330441463,0.4638519586098795,0.4638519586098795,True
1,0,0,-y,False,0.29100088530546486,0.41517699115412654,lambda_row,255,-0.06475443841372908,0.5796715317902112,0.35575532371919394,0.35575532371919394,False
1,0,0,-y,False,0.29100088530546486,0.41517699115412654,lambda_band,1,-0.17285107330441463,-0.17285107330441463,0.4638519586098795,0.4638519586098795,True
1,0,0,-y,False,0.29100088530546486,0.41517699115412654,d_cbrt_slot,1,-0.17285107330441463,-0.17285107330441463,0.4638519586098795,0.4638519586098795,True
1,0,0,-y,False,0.29100088530546486,0.41517699115412654,d_true_oracle,1,-0.17285107330441463,-0.17285107330441463,0.4638519586098795,0.4638519586098795,True
1,1,0,y,False,0.6070299486845556,-0.25844005242552726,shared_d,1,-0.17285107330441463,-0.17285107330441463,0.7798810219889702,0.7798810219889702,True
1,1,0,y,False,0.6070299486845556,-0.25844005242552726,lambda_row,256,0.7259228311161365,0.36057105054959493,-0.11889288243158092,-0.11889288243158092,False
1,1,0,y,False,0.6070299486845556,-0.25844005242552726,lambda_band,1,-0.17285107330441463,-0.17285107330441463,0.7798810219889702,0.7798810219889702,True
1,1,0,y,False,0.6070299486845556,-0.25844005242552726,d_cbrt_slot,255,0.01804465884937656,0.5428377073086352,0.5889852898351791,0.5889852898351791,False
1,1,0,-y,False,0.6070299486845556,0.41517699115412654,shared_d,1,-0.17285107330441463,-0.17285107330441463,0.7798810219889702,0.7798810219889702,True
1,1,0,-y,False,0.6070299486845556,0.41517699115412654,lambda_row,256,0.7259228311161365,0.36057105054959493,-0.11889288243158092,-0.11889288243158092,False
1,1,0,-y,False,0.6070299486845556,0.41517699115412654,lambda_band,1,-0.17285107330441463,-0.17285107330441463,0.7798810219889702,0.7798810219889702,True
1,1,0,-y,False,0.6070299486845556,0.41517699115412654,d_cbrt_slot,255,0.01804465884937656,0.5428377073086352,0.5889852898351791,0.5889852898351791,False
1,2,0,y,False,0.6547565356192138,-0.25844005242552726,shared_d,1,-0.17285107330441463,-0.17285107330441463,0.8276076089236284,0.8276076089236284,True
1,2,0,y,False,0.6547565356192138,-0.25844005242552726,lambda_row,255,0.24859843445787533,0.3979795108151194,0.40615810116133844,0.40615810116133844,False
1,2,0,y,False,0.6547565356192138,-0.25844005242552726,lambda_band,1,-0.17285107330441463,-0.17285107330441463,0.8276076089236284,0.8276076089236284,True
1,2,0,y,False,0.6547565356192138,-0.25844005242552726,d_cbrt_slot,256,0.5428377073086352,0.01804465884937656,0.11191882831057853,0.11191882831057853,False
1,2,0,-y,False,0.6547565356192138,0.41517699115412654,shared_d,1,-0.17285107330441463,-0.17285107330441463,0.8276076089236284,0.8276076089236284,True
1,2,0,-y,False,0.6547565356192138,0.41517699115412654,lambda_row,255,0.24859843445787533,0.3979795108151194,0.40615810116133844,0.40615810116133844,False
1,2,0,-y,False,0.6547565356192138,0.41517699115412654,lambda_band,1,-0.17285107330441463,-0.17285107330441463,0.8276076089236284,0.8276076089236284,True
1,2,0,-y,False,0.6547565356192138,0.41517699115412654,d_cbrt_slot,256,0.5428377073086352,0.01804465884937656,0.11191882831057853,0.11191882831057853,False
2,0,2,y,False,0.47679513971975496,0.4742016369022366,shared_d,2,0.6196301770561634,-0.17285107330441463,-0.14283503733640845,-0.14283503733640845,True
2,0,2,y,False,0.47679513971975496,0.4742016369022366,lambda_row,256,0.6603672777877847,0.6889971536028838,-0.18357213806802974,-0.18357213806802974,False
2,0,2,y,False,0.47679513971975496,0.4742016369022366,lambda_band,2,0.6196301770561634,-0.17285107330441463,-0.14283503733640845,-0.14283503733640845,True
2,0,2,y,False,0.47679513971975496,0.4742016369022366,d_cbrt_slot,2,0.6196301770561634,-0.17285107330441463,-0.14283503733640845,-0.14283503733640845,True
2,0,2,-y,False,0.47679513971975496,0.5651589742156489,shared_d,2,0.6196301770561634,-0.17285107330441463,-0.14283503733640845,-0.14283503733640845,True
2,0,2,-y,False,0.47679513971975496,0.5651589742156489,lambda_row,256,0.6603672777877847,0.6889971536028838,-0.18357213806802974,-0.18357213806802974,False
2,0,2,-y,False,0.47679513971975496,0.5651589742156489,lambda_band,2,0.6196301770561634,-0.17285107330441463,-0.14283503733640845,-0.14283503733640845,True
2,0,2,-y,False,0.47679513971975496,0.5651589742156489,d_cbrt_slot,2,0.6196301770561634,-0.17285107330441463,-0.14283503733640845,-0.14283503733640845,True
